volume,volume_rows,length,normalized_len,concurrency,temp,layer,requests,p50_ms,p95_ms,p99_ms,mean_ms,max_ms,qps,transport_errors,correctness_failures,passed,elapsed_seconds
500k,500000,short,25,20,cold,remote_match,40,7300.182,8320.208,8842.281,7437.295,8842.281,2.617,0,0,True,15.285
500k,500000,short,25,20,warm,remote_match,40,7396.518,8043.385,8191.149,7420.756,8191.149,2.648,0,0,True,15.107
500k,500000,medium,100,1,cold,remote_match,9,1172.681,1184.094,1184.094,1169.505,1184.094,0.855,0,0,True,10.526
500k,500000,medium,100,1,warm,remote_match,9,1153.979,1172.811,1172.811,1158.244,1172.811,0.863,0,0,True,10.425
500k,500000,medium,100,5,cold,remote_match,11,4908.055,5709.028,5709.028,4798.531,5709.028,0.961,0,0,True,11.444
500k,500000,medium,100,5,warm,remote_match,12,4945.082,6075.858,6075.858,4832.071,6075.858,0.966,0,0,True,12.425
500k,500000,medium,100,10,cold,remote_match,12,10496.045,10891.167,10891.167,9132.04,10891.167,0.965,0,0,True,12.441
500k,500000,medium,100,10,warm,remote_match,13,10256.578,10988.609,10988.609,8806.586,10988.609,0.966,0,0,True,13.454
500k,500000,medium,100,20,cold,remote_match,20,20542.527,20717.056,20726.711,20349.605,20726.711,0.965,0,0,True,20.731
500k,500000,medium,100,20,warm,remote_match,20,20317.586,20651.253,20683.59,20276.339,20683.59,0.967,0,0,True,20.687
500k,500000,long,300,1,cold,remote_match,4,2917.551,2948.166,2948.166,2924.795,2948.166,0.342,0,0,True,11.7
500k,500000,long,300,1,warm,remote_match,4,2916.044,2923.601,2923.601,2917.195,2923.601,0.343,0,0,True,11.669
500k,500000,long,300,5,cold,remote_match,5,13651.415,14070.98,14070.98,13413.52,14070.98,0.355,0,0,True,14.072
500k,500000,long,300,5,warm,remote_match,5,13680.76,14064.061,14064.061,13569.299,14064.061,0.355,0,0,True,14.066
500k,500000,long,300,10,cold,remote_match,10,27725.365,28129.865,28129.865,27749.917,28129.865,0.355,0,0,True,28.131
500k,500000,long,300,10,warm,remote_match,10,28080.662,28441.523,28441.523,28021.423,28441.523,0.352,0,0,True,28.442
500k,500000,long,300,20,cold,remote_match,20,39313.969,56226.851,56259.404,46017.203,56259.404,0.355,0,0,True,56.263
500k,500000,long,300,20,warm,remote_match,20,55698.855,56276.074,56296.177,55493.591,56296.177,0.355,0,0,True,56.299
500k,500000,ultra,600,1,cold,remote_match,2,5555.921,5566.109,5566.109,5561.015,5566.109,0.18,0,0,True,11.122
500k,500000,ultra,600,1,warm,remote_match,2,5570.418,5572.867,5572.867,5571.642,5572.867,0.179,0,0,True,11.144
500k,500000,ultra,600,5,cold,remote_match,5,26959.18,27503.421,27503.421,26948.557,27503.421,0.182,0,0,True,27.505
500k,500000,ultra,600,5,warm,remote_match,5,26922.06,27474.152,27474.152,26312.645,27474.152,0.182,0,0,True,27.475
500k,500000,ultra,600,10,cold,remote_match,10,54347.029,55052.626,55052.626,54286.18,55052.626,0.182,0,0,True,55.056
500k,500000,ultra,600,10,warm,remote_match,10,54370.806,55035.149,55035.149,54233.381,55035.149,0.182,0,0,True,55.037
50k,50000,short,25,1,cold,query_recall,75,130.044,149.906,157.279,134.212,157.279,7.45,0,0,True,10.067
50k,50000,short,25,1,warm,query_recall,74,129.922,154.294,174.933,136.134,174.933,7.345,0,0,True,10.075
50k,50000,short,25,5,cold,query_recall,234,211.859,272.873,381.425,214.532,447.12,23.232,0,0,True,10.072
50k,50000,short,25,5,warm,query_recall,239,212.605,264.815,274.298,211.647,282.55,23.507,0,0,True,10.167
50k,50000,short,25,10,cold,query_recall,256,402.65,532.103,644.385,397.757,668.636,24.91,0,0,True,10.277
50k,50000,short,25,10,warm,query_recall,257,407.225,513.87,547.487,396.767,557.889,25.052,0,0,True,10.259
50k,50000,short,25,20,cold,query_recall,259,772.68,996.125,1926.026,787.008,2338.267,25.134,0,0,True,10.305
50k,50000,short,25,20,warm,query_recall,264,781.915,1027.13,1146.033,778.959,1164.165,25.305,0,0,True,10.433
50k,50000,medium,100,1,cold,query_recall,47,209.958,232.378,253.77,214.677,253.77,4.658,0,0,True,10.091
50k,50000,medium,100,1,warm,query_recall,46,210.425,236.676,439.995,220.94,439.995,4.526,0,0,True,10.164
50k,50000,medium,100,5,cold,query_recall,96,524.455,673.687,723.607,530.567,723.607,9.35,0,0,True,10.268
50k,50000,medium,100,5,warm,query_recall,96,546.183,652.686,698.688,530.514,698.688,9.324,0,0,True,10.296
50k,50000,medium,100,10,cold,query_recall,100,1079.499,1179.614,1229.197,1043.396,1246.611,9.447,0,0,True,10.585
50k,50000,medium,100,10,warm,query_recall,99,1066.331,1250.328,1289.047,1038.49,1289.047,9.425,0,0,True,10.504
50k,50000,medium,100,20,cold,query_recall,102,2085.435,2529.494,2609.109,2065.365,2664.758,9.433,0,0,True,10.813
50k,50000,medium,100,20,warm,query_recall,104,2103.408,2696.007,2937.739,2066.711,2945.783,9.418,0,0,True,11.043
50k,50000,long,300,1,cold,query_recall,29,353.513,377.455,385.128,356.58,385.128,2.804,0,0,True,10.342
50k,50000,long,300,1,warm,query_recall,29,349.993,374.536,379.626,353.491,379.626,2.829,0,0,True,10.252
50k,50000,long,300,5,cold,query_recall,38,1358.889,1696.547,1745.152,1403.122,1745.152,3.49,0,0,True,10.887
50k,50000,long,300,5,warm,query_recall,37,1441.86,1778.049,1795.457,1409.263,1795.457,3.488,0,0,True,10.609
50k,50000,long,300,10,cold,query_recall,40,2829.203,3181.567,3288.171,2816.782,3288.171,3.482,0,0,True,11.489
50k,50000,long,300,10,warm,query_recall,40,2809.729,3167.555,3415.381,2791.563,3415.381,3.494,0,0,True,11.449
50k,50000,long,300,20,cold,query_recall,40,5636.666,5997.924,6064.394,5649.045,6064.394,3.484,0,0,True,11.482
50k,50000,long,300,20,warm,query_recall,40,5547.777,6106.324,6166.876,5576.489,6166.876,3.491,0,0,True,11.457
50k,50000,ultra,600,1,cold,query_recall,15,668.49,690.936,690.936,671.691,690.936,1.489,0,0,True,10.076
50k,50000,ultra,600,1,warm,query_recall,15,678.624,720.696,720.696,682.736,720.696,1.465,0,0,True,10.242
50k,50000,ultra,600,5,cold,query_recall,20,2727.708,3093.467,3150.937,2739.079,3150.937,1.78,0,0,True,11.235
50k,50000,ultra,600,5,warm,query_recall,20,2701.953,3193.891,3538.542,2702.993,3538.542,1.789,0,0,True,11.177
50k,50000,ultra,600,10,cold,query_recall,20,5535.636,5985.486,6060.85,5504.111,6060.85,1.788,0,0,True,11.188
50k,50000,ultra,600,10,warm,query_recall,21,5439.503,6130.217,6583.243,5305.005,6583.243,1.787,0,0,True,11.749
50k,50000,ultra,600,20,cold,query_recall,20,11001.398,11173.277,11179.313,10928.459,11179.313,1.789,0,0,True,11.182
50k,50000,ultra,600,20,warm,query_recall,20,10954.645,11124.499,11161.364,10841.901,11161.364,1.792,0,0,True,11.163
100k,100000,short,25,1,cold,query_recall,57,167.733,202.577,309.214,177.828,309.214,5.623,0,0,True,10.137
100k,100000,short,25,1,warm,query_recall,58,167.727,196.429,202.934,172.954,202.934,5.781,0,0,True,10.032
100k,100000,short,25,5,cold,query_recall,129,383.512,519.448,603.363,392.192,616.105,12.656,0,0,True,10.193
100k,100000,short,25,5,warm,query_recall,131,391.858,498.475,522.216,390.388,561.083,12.711,0,0,True,10.306
100k,100000,short,25,10,cold,query_recall,132,782.482,985.954,1076.402,776.115,2152.865,12.74,0,0,True,10.361
100k,100000,short,25,10,warm,query_recall,133,788.347,998.579,1091.954,771.1,1149.375,12.802,0,0,True,10.389
100k,100000,short,25,20,cold,query_recall,141,1539.909,1835.581,3014.541,1532.461,3132.616,12.711,0,0,True,11.093
100k,100000,short,25,20,warm,query_recall,137,1580.439,1814.63,1931.183,1521.224,1978.729,12.784,0,0,True,10.716
100k,100000,medium,100,1,cold,query_recall,28,361.918,379.293,391.605,363.067,391.605,2.754,0,0,True,10.167
100k,100000,medium,100,1,warm,query_recall,28,359.911,385.238,391.12,362.286,391.12,2.76,0,0,True,10.145
100k,100000,medium,100,5,cold,query_recall,50,1068.961,1247.528,1491.643,1047.251,1491.643,4.732,0,0,True,10.566
100k,100000,medium,100,5,warm,query_recall,49,1081.51,1373.699,1399.72,1045.196,1399.72,4.744,0,0,True,10.33
100k,100000,medium,100,10,cold,query_recall,52,2061.405,2414.919,2563.361,2042.042,2563.361,4.77,0,0,True,10.9
100k,100000,medium,100,10,warm,query_recall,52,2133.781,2386.069,2467.073,2057.399,2467.073,4.758,0,0,True,10.928
100k,100000,medium,100,20,cold,query_recall,61,4087.084,5212.009,5483.347,4146.654,5483.347,4.689,0,0,True,13.008
100k,100000,medium,100,20,warm,query_recall,60,4077.04,5007.002,5183.96,4039.928,5183.96,4.713,0,0,True,12.73
100k,100000,long,300,1,cold,query_recall,15,672.96,735.862,735.862,681.096,735.862,1.468,0,0,True,10.217
100k,100000,long,300,1,warm,query_recall,15,667.333,706.881,706.881,671.956,706.881,1.488,0,0,True,10.08
100k,100000,long,300,5,cold,query_recall,20,2813.684,3252.978,3314.544,2759.798,3314.544,1.753,0,0,True,11.407
100k,100000,long,300,5,warm,query_recall,20,2790.301,3066.35,3382.768,2797.149,3382.768,1.747,0,0,True,11.449
100k,100000,long,300,10,cold,query_recall,21,5565.625,6347.705,6377.392,5484.145,6377.392,1.744,0,0,True,12.041
100k,100000,long,300,10,warm,query_recall,21,5710.125,6047.606,6128.499,5435.121,6128.499,1.749,0,0,True,12.007
100k,100000,long,300,20,cold,query_recall,20,11326.51,11412.927,11436.138,11211.742,11436.138,1.749,0,0,True,11.438
100k,100000,long,300,20,warm,query_recall,20,11247.421,11424.711,11446.723,11119.029,11446.723,1.747,0,0,True,11.448
100k,100000,ultra,600,1,cold,query_recall,9,1221.414,1252.293,1252.293,1224.065,1252.293,0.817,0,0,True,11.017
100k,100000,ultra,600,1,warm,query_recall,9,1219.132,1238.778,1238.778,1222.972,1238.778,0.818,0,0,True,11.007
100k,100000,ultra,600,5,cold,query_recall,11,5038.465,6538.56,6538.56,5083.112,6538.56,0.904,0,0,True,12.162
100k,100000,ultra,600,5,warm,query_recall,10,5421.044,5789.76,5789.76,5372.031,5789.76,0.902,0,0,True,11.088
100k,100000,ultra,600,10,cold,query_recall,10,10911.139,11074.078,11074.078,10755.992,11074.078,0.903,0,0,True,11.076
100k,100000,ultra,600,10,warm,query_recall,11,10860.301,11258.766,11258.766,10052.505,11258.766,0.904,0,0,True,12.166
100k,100000,ultra,600,20,cold,query_recall,20,21826.64,22046.724,22095.926,21716.699,22095.926,0.905,0,0,True,22.099
100k,100000,ultra,600,20,warm,query_recall,20,21531.973,22078.225,22092.474,21510.563,22092.474,0.905,0,0,True,22.094
200k,200000,short,25,1,cold,query_recall,35,279.453,325.548,407.506,289.8,407.506,3.45,0,0,True,10.144
200k,200000,short,25,1,warm,query_recall,36,279.329,301.804,312.96,284.19,312.96,3.519,0,0,True,10.232
200k,200000,short,25,5,cold,query_recall,67,793.792,937.639,1185.424,767.806,1185.424,6.424,0,0,True,10.43
200k,200000,short,25,5,warm,query_recall,64,796.441,1073.979,1104.711,796.037,1104.711,6.173,0,0,True,10.367
200k,200000,short,25,10,cold,query_recall,71,1534.793,1799.107,1893.672,1515.328,1893.672,6.452,0,0,True,11.004
200k,200000,short,25,10,warm,query_recall,73,1507.219,1880.773,2010.935,1501.73,2010.935,6.519,0,0,True,11.197
200k,200000,short,25,20,cold,query_recall,77,2971.691,3672.374,4424.251,2955.908,4424.251,6.492,0,0,True,11.861
200k,200000,short,25,20,warm,query_recall,80,3021.876,3250.15,3396.647,3010.197,3396.647,6.535,0,0,True,12.242
200k,200000,medium,100,1,cold,query_recall,19,551.753,589.565,589.565,553.507,589.565,1.807,0,0,True,10.517
200k,200000,medium,100,1,warm,query_recall,19,545.045,586.34,586.34,550.574,586.34,1.816,0,0,True,10.461
200k,200000,medium,100,5,cold,query_recall,26,2045.249,2347.824,2434.634,2021.337,2434.634,2.397,0,0,True,10.845
200k,200000,medium,100,5,warm,query_recall,26,2031.294,2398.949,2405.405,2015.835,2405.405,2.396,0,0,True,10.853
200k,200000,medium,100,10,cold,query_recall,30,4071.533,4468.762,4643.968,4045.302,4643.968,2.399,0,0,True,12.506
200k,200000,medium,100,10,warm,query_recall,30,4114.232,4423.985,4460.619,4135.526,4460.619,2.404,0,0,True,12.482
200k,200000,medium,100,20,cold,query_recall,40,8083.069,8803.265,8961.812,8112.891,8961.812,2.404,0,0,True,16.636
200k,200000,medium,100,20,warm,query_recall,40,8049.037,9092.519,9463.002,8116.175,9463.002,2.407,0,0,True,16.615
200k,200000,long,300,1,cold,query_recall,8,1288.171,1326.938,1326.938,1294.943,1326.938,0.772,0,0,True,10.36
200k,200000,long,300,1,warm,query_recall,8,1303.855,1309.27,1309.27,1301.475,1309.27,0.768,0,0,True,10.412
200k,200000,long,300,5,cold,query_recall,10,5638.336,5746.031,5746.031,5573.663,5746.031,0.88,0,0,True,11.365
200k,200000,long,300,5,warm,query_recall,10,5445.777,6098.006,6098.006,5571.787,6098.006,0.882,0,0,True,11.332
200k,200000,long,300,10,cold,query_recall,11,11211.647,11571.347,11571.347,10241.037,11571.347,0.878,0,0,True,12.527
200k,200000,long,300,10,warm,query_recall,10,11076.329,11322.658,11322.658,10963.942,11322.658,0.883,0,0,True,11.324
200k,200000,long,300,20,cold,query_recall,20,22500.545,22697.349,22720.659,22317.886,22720.659,0.88,0,0,True,22.723
200k,200000,long,300,20,warm,query_recall,20,22435.33,22539.802,22559.9,22258.071,22559.9,0.886,0,0,True,22.562
200k,200000,ultra,600,1,cold,query_recall,5,2314.863,2333.201,2333.201,2315.458,2333.201,0.432,0,0,True,11.578
200k,200000,ultra,600,1,warm,query_recall,5,2320.084,2332.527,2332.527,2320.889,2332.527,0.431,0,0,True,11.605
200k,200000,ultra,600,5,cold,query_recall,6,10553.606,11868.865,11868.865,9834.062,11868.865,0.453,0,0,True,13.237
200k,200000,ultra,600,5,warm,query_recall,5,11002.316,11082.443,11082.443,10962.031,11082.443,0.451,0,0,True,11.083
200k,200000,ultra,600,10,cold,query_recall,10,21695.365,22035.137,22035.137,21565.02,22035.137,0.454,0,0,True,22.036
200k,200000,ultra,600,10,warm,query_recall,10,23277.614,23747.551,23747.551,23156.293,23747.551,0.421,0,0,True,23.749
200k,200000,ultra,600,20,cold,query_recall,20,46233.612,47008.095,47038.322,46072.309,47038.322,0.425,0,0,True,47.04
200k,200000,ultra,600,20,warm,query_recall,20,46846.871,47561.182,47617.709,46707.533,47617.709,0.42,0,0,True,47.62
500k,500000,ultra,600,20,cold,remote_match,20,117793.748,118731.11,118789.777,117555.403,118789.777,0.168,0,0,True,118.793
500k,500000,ultra,600,20,warm,remote_match,20,113436.894,114313.308,114314.033,113446.466,114314.033,0.175,0,0,True,114.317
500k,500000,short,25,1,cold,query_recall,19,546.582,583.317,583.317,553.318,583.317,1.807,0,0,True,10.514
500k,500000,short,25,1,warm,query_recall,19,548.623,567.465,567.465,551.633,567.465,1.813,0,0,True,10.482
500k,500000,short,25,5,cold,query_recall,28,1974.556,2389.999,2542.429,1936.88,2542.429,2.511,0,0,True,11.149
500k,500000,short,25,5,warm,query_recall,22,2533.846,2864.521,2888.929,2477.412,2888.929,1.946,0,0,True,11.304
500k,500000,short,25,10,cold,query_recall,30,3969.408,4509.617,4528.84,3918.831,4528.84,2.472,0,0,True,12.136
